lsoa11,ah3h,ah3g,ah3e,ah3r,ah3ahah
E01002982,-0.328257952,0.242511747,0.953288165,-0.071205026,22.23253688
E01002983,-0.078527183,0.042344417,0.915213408,-0.271530367,20.50498844
E01002984,-1.256536594,0.088903499,0.916189751,0.66447853,23.44436693
E01002985,-0.887935864,0.847176941,0.983959702,0.663277354,33.5536492
E01002986,-0.125418118,-0.274987875,0.942578402,0.081405449,20.42542687
E01002987,-1.022927769,0.294768596,0.751848683,1.407362326,31.21340987
E01002988,-1.077034535,0.04133942,0.631399677,1.227750847,26.09849453
E01002989,-1.053527044,0.217909192,0.751848683,1.659085755,33.09533359
E01002990,-0.64554036,-0.202222504,0.761610704,0.829305354,22.81149304
E01002991,-0.104800791,-0.459196105,0.815800075,0.315304402,20.18524508
E01002992,0.052816377,-0.232756823,0.847361577,0.138549178,21.14526774
E01002993,-0.732090666,-0.717607391,0.750513159,0.842064104,20.89464176
E01002994,-0.195342367,-0.292382767,0.632209998,0.22730525,18.39491997
E01002995,-0.878658678,-0.676136591,0.780106366,0.780026986,20.40372846
E01002996,-0.901109965,0.502184917,0.845844646,1.160866662,31.72296338
E01002997,-0.774831142,-0.15902828,0.813354644,0.997488406,24.59764913
E01002998,-1.552225782,0.565098889,0.802763116,1.08762028,30.7786061
E01002999,-2.179564162,-0.043786688,0.797321738,1.210725104,26.10284549
E01003000,-0.516752582,1.003172833,0.615352468,0.431172306,32.48156605
E01003001,-0.48543979,0.413810528,0.764819782,0.457073724,25.03582964
E01003002,-0.378984416,0.542478404,0.519588338,0.242046792,23.51755288
E01003003,-1.13724443,0.615385479,0.792334265,1.154204838,32.32200509
E01003004,-0.333014224,0.699380059,0.516403907,0.500269287,27.67831212
E01003005,-0.428786335,0.923247517,0.627059303,0.538017858,32.23993095
E01003006,-0.933631806,-0.364566226,0.795876275,0.201882307,16.99882505
E01003007,-0.770321854,-0.217436328,0.876088408,-0.090528949,16.98224129
E01003008,-0.700774005,-0.388901458,0.868288033,-0.040317346,16.59359981
E01003009,0.080875566,-0.345685372,0.915320075,-0.272153338,19.37117756
E01003010,-1.055546073,-0.644462055,0.774682052,0.44524305,17.42014633
E01003011,-1.325064406,-0.59091684,0.699001742,0.821651742,19.72468574
E01003013,-1.552287562,0.513714139,2.078933028,1.197672464,43.9622376
E01003014,-1.543950783,-0.053495036,1.965219198,1.671828559,42.95013458
E01003015,-1.15943678,-0.685506014,1.846207924,1.021728189,32.95299132
E01003016,-1.47012394,0.076125328,2.635099546,1.753131776,47.72216489
E01003017,-1.78473574,0.27525127,2.215452414,1.910016373,49.40163163
E01003018,-0.789953868,1.326674213,1.395932863,1.193041758,51.13562242
E01003019,-0.972275186,1.376719706,1.484779012,1.097665388,51.54107212
E01003020,-1.12292239,1.281045768,1.484779012,1.402469202,53.12751242
E01003021,-0.915459051,1.228905047,1.395932863,0.615983248,44.30459771
E01003022,-1.263605096,1.037718021,1.369629773,0.513793106,39.38578471
E01003023,-1.278227204,1.353072007,1.395932863,0.827622201,47.34731103
E01003024,-1.405602472,0.957881941,1.395932863,1.045408164,42.49595681
E01003025,-1.106598078,0.999025614,1.395932863,0.701400386,40.56915028
E01003026,-0.475259983,0.860205193,1.309471914,1.557265572,46.76599724
E01003027,-0.885862724,0.933386815,1.318193193,1.235507626,43.68969103
E01003028,-1.241383848,0.441655292,1.308297033,0.412108489,28.64561949
E01003029,-1.360270469,0.734461245,1.404797187,1.127610741,39.62429525
E01003030,-0.762714326,0.627763519,1.241612012,1.41344616,40.05273742
E01003031,-0.850901789,0.107268156,1.308297033,0.603294629,27.50495221
E01003032,-1.419258697,0.694562905,1.32375883,1.615440973,43.19755078
E01003033,-0.680657551,0.87673857,1.318193193,1.081882488,41.58981211
E01003034,-0.698148311,0.599450728,1.437866155,0.963393386,37.35432125
E01003035,-1.858212042,1.392519375,1.330825315,1.680783482,55.4536386
E01003036,-1.144762974,0.558373758,1.437866155,0.945900259,35.89285157
E01003037,-1.320291239,0.57577052,1.544078722,1.332243191,40.97808298
E01003038,-1.362097385,0.621101485,1.487597404,1.444359325,42.14907524
E01003039,-1.86059427,0.801463668,1.37136867,1.624039274,45.28156122
E01003040,-1.214171388,-0.290157854,1.37136867,1.129136877,29.95745185
E01003041,-1.856707575,1.039254882,1.330825315,1.625665811,49.21205583
E01003042,-0.988308819,0.264304685,1.421440912,1.067307391,33.86080462
E01003043,-0.99483604,1.338920432,1.490392598,1.370440687,53.85652364
E01003044,-0.27439962,1.364422335,1.490392598,0.629401981,49.19956014
E01003045,-0.465680452,1.13487421,1.549107298,0.511869815,44.71941959
E01003046,-0.464898795,0.693436458,1.549107298,0.623585266,37.83916641
E01003047,-1.615956106,1.873084659,1.543702566,1.983477273,63.13695437
E01003048,-0.662980357,0.963701235,1.549107298,1.352314586,48.56400745
E01003049,-0.74970989,0.750119216,1.549107298,1.227706009,43.3480066
E01003050,-1.254313378,1.4823053,1.520185102,1.823921408,60.07723566
E01003051,-0.870296856,1.363491673,1.543702566,1.67496618,58.22390776
E01003052,-0.993834324,1.290699236,1.543702566,1.733506867,57.56573461
E01003053,-1.990729532,1.09994344,1.564672093,1.575420695,52.52094732
E01003054,-2.120728422,1.237292845,1.452137926,1.64123455,54.10058977
E01003055,-2.127651092,1.286753472,1.564672093,2.145137093,60.94622048
E01003056,-1.517664197,1.25722201,1.581698562,1.129012382,50.78629557
E01003057,-1.54113401,0.882128653,1.452137926,1.278800581,43.88472766
E01003058,-1.408326482,1.477084266,1.581698562,1.344227898,55.781613
E01003059,-0.646021447,1.289140009,1.565825239,0.670209664,48.21493412
E01003060,-0.91412911,1.337107205,1.565703895,0.913967001,50.39450532
E01003061,-1.949288279,1.664431436,1.564672093,1.670826505,59.7122407
E01003062,-1.238548327,0.550030776,1.082633805,1.298347595,35.30228414
E01003063,-0.631404774,0.061443233,1.102518223,0.745342694,26.60956816
E01003064,-0.329319199,1.194624526,1.274488624,0.542090569,43.34771659
E01003065,-0.158491934,0.901307375,1.216864976,0.434235081,37.27869129
E01003066,-1.301128671,0.997059219,1.253677456,1.19450975,43.21012457
E01003067,-0.302703396,0.900002125,1.174011234,0.988084412,40.75843712
E01003068,-0.441612384,0.544841809,1.119979305,0.602697895,30.92299152
E01003069,-0.324346085,0.285762479,1.109922464,0.462535983,27.28110648
E01003070,-0.287826793,0.631759631,1.107353142,0.648644503,32.87836453
E01003071,-1.103857023,1.334038726,1.424278938,1.002914691,49.1747492
E01003072,-1.000950968,0.724056079,1.350938249,0.794640645,36.29884661
E01003073,-0.734599291,1.36768219,1.40006931,0.966852184,49.66618001
E01003074,-1.358718576,1.014073362,1.34680702,1.212411401,44.6944781
E01003075,-1.027275536,1.047344833,1.496486012,0.96199907,44.94542653
E01003076,-1.278732755,1.421675387,1.379024993,1.191365551,51.36910302
E01003077,-1.192146978,1.235359862,1.457699187,1.479865193,52.87859573
E01003078,-0.730895425,0.816094318,1.316045834,0.707519031,37.10781312
E01003079,-0.961182223,0.936695718,1.302258717,0.818886494,39.56183743
E01003080,-0.931272895,1.199436904,1.302258717,0.785461249,44.13214235
E01003081,-1.994777145,1.67020807,1.240297918,1.60428014,55.39454892
E01003082,-0.878576542,1.107586716,1.181386003,1.009201868,43.34370263
E01003083,-0.449830878,0.989147467,1.262736114,0.382666833,37.87317638
E01003084,-1.236896649,1.277201128,1.262736114,1.072551903,47.08543544
E01003085,-0.491240144,0.656083989,1.202568934,0.590671131,33.05555495
E01003086,-0.541197733,0.70793518,1.189205519,0.731925833,34.70394064
E01003087,-0.472873408,0.357013519,1.222630075,0.940090815,32.66584764
E01003088,-1.185510583,1.053065028,1.581698562,1.168962097,47.92240271
E01003089,-1.438630055,0.396069273,1.550179263,1.57581514,41.55206624
E01003090,-1.18324932,1.265110195,1.502354142,1.208209628,50.89216389
E01003091,-0.884799322,0.253108563,1.550179263,1.12477451,35.97080079
E01003092,-1.623449413,0.679065075,1.562017131,1.119072855,40.31047482
E01003093,-1.808929856,0.878062418,1.578193311,1.432762108,47.03367937
E01003094,-1.073735315,1.138208344,1.578193311,1.136537956,49.27813523
E01003095,-1.017447968,0.441108436,1.502354142,0.788484271,34.056923
E01003096,-1.515275173,1.210321161,1.578193311,1.338211471,52.12609078
E01003097,-1.409212387,0.240625653,1.673966213,1.484779103,40.45291174
E01003098,-1.172067241,0.534983854,1.734712947,1.132187193,40.68967654
E01003099,-1.585528111,0.481273773,1.754638058,1.535775087,44.33201475
E01003100,-1.593071554,0.911127516,1.734712947,1.591382173,51.04131791
E01003101,-2.225310496,0.453761256,1.754638058,1.295540011,41.21094078
E01003102,-1.67943348,0.142823572,1.717901757,1.547230145,40.62426249
E01003104,-1.710159735,0.666850315,1.673966213,1.297394621,43.09901498
E01003105,-2.015194176,-0.118676338,1.77029848,0.901726553,32.89370293
E01003106,-1.192882665,0.171932445,1.78817814,0.948459299,35.9034669
E01003107,-2.313374745,0.43355544,1.779201462,1.508496293,43.62651259
E01003108,-0.928859766,0.12006605,1.78817814,0.83124904,34.78666299
E01003109,-1.572262381,0.036510488,1.77029848,1.146268024,36.22706744
E01003110,-1.570635521,0.520820113,1.868269226,0.864231299,39.09488621
E01003111,-0.657355575,0.296354326,1.77029848,0.543592924,34.38943323
E01003112,-0.968433745,-0.067237181,1.77029848,0.972461436,34.51533436
E01003113,-1.520918796,1.137702959,1.394674897,0.994629256,45.32329068
E01003114,-0.851286855,1.331219204,1.376489808,0.63636929,45.87338608
E01003115,-1.32420035,1.277788847,1.3707408,1.173837502,49.18904136
E01003116,-0.473702535,0.751565272,1.32236586,0.504473114,35.20235861
E01003117,-1.047551722,1.437025672,1.32236586,1.011636217,49.4590635
E01003118,-1.804165384,0.919361273,1.32609867,1.352289266,44.0025385
E01003119,-1.305083896,0.975919359,1.330825657,1.272322664,44.45988962
E01003120,-1.471250234,1.51874982,1.330825657,2.011940515,59.97438741
E01003121,-1.042590183,0.158700784,1.583742437,1.166036371,35.75181693
E01003122,-1.244337485,0.766222114,1.592798844,1.301870119,44.15571396
E01003123,-1.606096139,0.069214915,1.599463515,1.332994466,36.45842098
E01003124,-1.572962919,0.62305538,1.631754127,1.340989539,42.64680856
E01003125,-1.328002693,0.430926203,1.631754127,1.180566338,38.79832469
E01003126,-1.525180983,0.544972204,1.571381201,1.30487521,40.55669129
E01003127,-1.600756735,0.425120354,1.571381201,1.414632765,40.37098773
E01003128,-1.220977803,0.409302771,1.571381201,1.350680181,39.74307729
E01003129,-1.87950231,0.694020739,1.631754127,1.556935796,46.00867599
E01003130,-1.144276543,1.315260247,1.340183665,0.688610176,45.32248023
E01003131,-1.529968248,1.402849742,1.334526167,1.272871012,51.40422555
E01003132,-0.511613411,0.384322576,1.343351471,0.217703017,28.51261305
E01003133,-1.133554305,0.826358323,1.345902673,0.729983266,37.10004804
E01003134,-0.718792935,1.332928402,1.302258717,0.442407092,43.80471463
E01003135,-0.949684043,1.446459567,1.284291865,0.653613546,46.20262353
E01003136,-0.92671388,0.669820854,1.346821489,0.522220541,33.25235463
E01003137,-1.00470873,0.597388939,1.395932863,0.578318421,33.06585892
E01003138,-0.706986295,0.998248301,1.352166099,0.464224544,38.88788257
E01003139,-1.330035579,1.058387467,1.257445417,1.157442507,44.0225774
E01003140,-1.052605876,1.035763258,1.261436029,0.904902984,41.63072244
E01003141,-1.230868709,1.288534275,1.262193342,0.757679235,44.48193085
E01003142,-1.142104111,1.039079271,1.257445417,0.949764503,41.9681652
E01003143,-0.47634189,0.923373464,1.241160128,0.409667238,36.5398774
E01003144,-0.672365555,0.837981007,1.276186951,0.256809007,33.76687604
E01003145,-1.452388539,1.230772925,1.426287348,0.926501766,46.70535204
E01003146,-1.539967452,1.20092797,1.520945668,0.937307271,47.24031672
E01003147,-1.255228292,1.13669687,1.347763798,0.560105423,41.35293166
E01003148,-0.409927785,0.754980397,1.270899915,0.440636968,34.39293245
E01003149,-0.307747423,0.515017594,1.228805345,0.329188132,30.16204594
E01003150,-0.846882941,1.010167353,1.302551033,0.580775567,39.16969509
E01003151,-1.549534428,0.752491113,1.284291865,0.908860513,36.41564882
E01003152,-0.995908864,1.147955964,1.28759315,0.546437189,41.07987765
E01003153,-1.772360633,1.375993922,1.270899915,1.036967399,47.9227629
E01003154,-0.128676328,0.817033318,1.266847846,0.112461584,34.40819367
E01003155,-1.422048835,1.19717525,1.270899915,1.376829355,48.88417975
E01003156,-0.658034457,0.825027983,1.296775042,0.445197718,35.07840142
E01003157,-1.088291586,0.854431974,1.263934465,0.851100025,37.76381932
E01003158,-0.58764357,0.964785229,1.296775042,0.409092302,37.51806814
E01003159,-1.101039146,0.622666091,1.352382323,0.355411537,31.15779277
E01003160,-0.98620252,0.153881062,1.308297033,0.353288706,25.75528705
E01003161,-0.503891311,0.691238363,1.308297033,0.429577283,33.41350172
E01003162,-0.922518143,0.754857164,1.346821489,0.427792089,33.86124357
E01003163,-0.67709885,0.396373812,1.346821489,0.446451945,29.77266394
E01003164,-2.373528193,1.384841839,1.312768375,1.892652054,57.2192657
E01003165,-0.659771822,0.390137045,1.274488624,0.425755682,28.76651003
E01003166,-1.203305978,1.442336751,1.29126876,0.960991118,48.53162062
E01003167,-0.812434001,1.042403318,1.299335857,0.810541049,41.77307036
E01003168,-0.261679855,1.582411809,1.320744264,0.050110785,45.26755638
E01003169,-0.816135735,1.210126319,1.3238795,0.761199396,44.56390902
E01003170,-0.105248442,0.750886809,1.306612249,0.013917025,33.3610719
E01003171,-0.888179191,1.431220297,1.398313042,0.786891396,48.52336974
E01003172,-0.372175804,0.828088276,1.401924685,0.358749051,36.5765973
E01003173,-0.806872183,1.414901902,1.387551526,0.644593842,47.2301189
E01003174,-1.087949406,1.106050326,1.345902673,0.61516884,41.44130005
E01003175,-0.467154792,0.833522644,1.383545897,0.129535337,34.65242744
E01003176,-0.978479398,0.832964671,1.487199581,0.986246722,41.17020843
E01003177,-0.967714022,1.419134503,1.415080057,1.117364519,51.3997609
E01003178,-0.695980304,1.144681778,1.415080057,1.122099612,47.98267412
E01003179,-0.441985032,1.02818551,1.401924685,0.525563179,41.24202455
E01003180,-1.606658834,0.651666378,1.627947237,1.191620419,41.43719738
E01003181,-1.09072255,0.809450861,1.683620461,0.931674141,42.44489152
E01003182,-0.744688357,0.593776289,1.496486012,0.731300443,35.84437643
E01003183,-1.653321341,0.323337897,1.685489202,0.822706274,34.68903533
E01003184,-1.152397662,0.425485057,1.685489202,0.662519589,34.79675267
E01003185,-0.974007532,0.404484424,1.660960489,0.831066691,35.92831688
E01003186,-1.025089032,0.662481997,1.605227164,0.847279188,38.65505307
E01003187,-1.505027553,0.948759466,1.685489202,0.648875291,42.15940881
E01003188,-0.700638478,1.069563867,1.553399402,0.777805971,45.15902676
E01003189,-0.636049684,-0.109429318,0.931395446,0.409625687,21.32343108
E01003190,-0.596648044,0.052364317,0.928933681,0.863758975,26.13991188
E01003191,-0.670820222,-0.548034479,0.829690134,0.642710288,20.39246731
E01003192,-0.068028328,-0.206428384,0.803854703,0.273721241,21.05941017
E01003193,-1.017507444,0.140571328,1.015817807,0.616556621,24.61040031
E01003194,-0.712550525,-0.94638727,1.126948376,0.542322186,21.33006097
E01003195,-0.548631239,-0.062408727,1.095057313,0.351011619,22.85608069
E01003196,-0.42601882,-0.079837888,0.931395446,0.410262281,22.14185287
E01003197,-0.741287354,-0.513816142,0.962254663,0.503484775,20.36615878
E01003198,-1.063286136,-0.091723674,1.262607425,0.742522232,26.45734059
E01003199,-1.093061187,-0.142598127,1.296590362,0.905947711,27.91651091
E01003200,-1.685280768,0.325533635,1.27658489,1.038126288,32.02759866
E01003201,-1.539302024,0.246058266,1.331672737,1.236886039,33.87849558
E01003202,-1.209632461,0.137189772,1.2846954,0.87919256,29.28269885
E01003203,-1.512041539,0.665021217,1.299227454,1.338690634,39.3903878
E01003204,-1.003232268,-0.47275529,1.340531792,0.761877251,25.92111975
E01003205,-1.018978403,0.493891237,1.339479674,0.906871557,33.92242174
E01003206,-0.710903129,-0.574514757,1.302730637,0.674005215,25.00260512
E01003207,-1.519149366,0.173021949,1.337406614,1.257310347,33.51109386
E01003209,-0.942552726,-0.240059321,1.337406614,0.968714807,28.68608588
E01003210,-0.857379906,-0.086532018,1.328798044,0.881327346,28.77229478
E01003211,-0.632408306,-0.593685136,1.331693522,0.626512444,25.10241875
E01003212,-0.839944667,0.197128029,1.32489306,0.9571846,31.49388588
E01003213,-0.414115661,-0.559594098,1.331693522,0.611868126,25.75650477
E01003214,-0.559519862,0.559961883,1.312231234,1.187189942,37.98356927
E01003215,-1.517418481,0.099070501,1.416360492,1.85851642,40.04564431
E01003216,-0.273908199,-0.029244988,1.063477107,1.021922698,29.24797153
E01003217,-0.386175595,0.586160894,1.035855299,0.730854435,31.89522054
E01003218,-0.87399046,0.608231241,1.075612083,0.300209827,27.96013408
E01003219,-0.079215344,0.531098797,1.017447175,0.20055886,28.47527866
E01003220,-0.827285643,0.484100416,1.192785256,0.352942648,28.0710085
E01003221,-0.164069868,0.167194365,1.063513128,0.731115903,28.66240421
E01003222,-0.957567372,0.491973338,1.121403632,0.189008406,26.1210583
E01003223,-0.450741248,0.288501508,1.004350469,0.719315069,27.9890212
E01003224,-0.684770991,0.638446161,1.113430164,0.651772717,31.77632348
E01003225,-0.229514732,0.583872191,1.209759184,0.278673434,30.86404131
E01003226,-0.718023668,0.770467551,1.120084791,1.479128275,41.73463123
E01003227,-0.513895808,-0.023946106,1.171772133,1.06491621,29.89519251
E01003228,-0.967587367,0.689181034,1.120084791,0.991059894,35.00465669
E01003229,-1.337968439,0.600696504,1.093057455,1.126573093,34.23379284
E01003230,-0.773945509,-0.321979043,1.190256894,0.909066644,26.50201739
E01003231,-0.53994286,0.778690109,1.231924042,0.672410598,35.74347385
E01003232,-0.718257248,0.819114398,1.149619079,0.939049208,37.33742335
E01003233,-0.516035022,0.759338882,1.149619079,0.539611677,33.55072579
E01003235,-0.360249069,0.644317624,0.809751251,0.719391353,30.76869677
E01003236,-0.575819239,1.064427854,0.976929287,0.49301772,36.94781001
E01003237,-0.74954602,1.121538992,0.978014785,0.731329121,39.50310631
E01003238,-1.777256559,1.154262954,0.978170348,0.854125552,40.05871746
E01003239,-1.094620232,0.843491898,0.979055183,0.700862382,33.45277086
E01003240,-0.865231191,0.857351265,0.888424536,0.855704068,34.59137033
E01003241,-0.241008079,0.47131275,0.802683081,0.514950426,27.35111102
E01003243,-0.491374324,0.634664923,0.86105751,1.063974398,33.60182685
E01003244,-1.769700881,-0.119898744,1.534373624,0.39882704,26.10492277
E01003245,-1.162148989,0.354950548,1.592871626,1.125771733,37.12419126
E01003246,-0.644668554,0.540637901,1.573380495,0.630084603,35.59819324
E01003247,-0.954837447,0.332848752,1.582561327,0.873394747,34.81017853
E01003248,-0.640982629,-0.071643334,1.544328252,0.683540953,30.0693802
E01003249,-1.207669733,-0.691055994,1.534123688,0.399435958,24.33301836
E01003250,-0.927820158,-0.152503455,1.562731044,0.791611898,30.16892071
E01003251,-1.060487372,-0.65598648,1.54950559,1.499799371,34.89704526
E01003252,-0.893213678,0.149746437,1.551102047,1.030341845,34.18950423
E01003253,-1.480136492,-0.107800544,1.585145734,1.879654965,40.96245893
E01003254,-0.271981467,-0.080383784,0.912959083,0.47342144,23.008487
E01003255,-1.327084023,-0.094152314,0.919153621,1.815276793,33.38753845
E01003256,-0.862644936,0.313278136,0.927654636,1.168770722,30.51785127
E01003257,-0.317079191,-0.163161561,0.919153621,0.735086985,24.56167805
E01003258,-0.241906369,-0.269613894,0.972019127,0.586621264,23.61812501
E01003259,-0.525033116,0.867652548,0.991181634,0.913048583,36.99848095
E01003260,-0.074054475,0.448057132,0.982904149,0.315527932,27.99664002
E01003261,0.166878753,0.348867686,1.064519667,0.202756144,28.42303064
E01003262,0.256649703,0.26331829,0.990153993,0.004456778,26.42988839
E01003263,-0.868965465,0.689996275,0.976929287,0.409944586,29.07075936
E01003264,-0.639056163,0.657176229,0.976929287,0.270615955,28.13302494
E01003265,-0.749153843,0.755328356,0.976929287,0.623040179,31.97593256
E01003266,0.008177419,1.296080574,0.976929287,-0.079858009,39.72046188
E01003267,0.013944356,1.006514774,0.976929287,-0.132453313,34.50870713
E01003268,-0.367576151,0.854533882,1.201053684,0.738818859,37.84089742
E01003269,-0.04593499,0.499368317,1.17688402,0.497562592,31.90877586
E01003270,-0.239823326,0.537973258,1.091272974,0.471913589,30.26873767
E01003271,-0.326724601,0.587224627,1.058466395,0.071541169,27.63706118
E01003272,-0.648779985,0.833902386,1.327799764,0.935167583,39.6910081
E01003273,-1.006116787,0.574568335,1.344144679,0.870891298,34.65656464
E01003274,-1.413090998,0.733744854,1.360611759,1.334884673,41.2204827
E01003275,-0.379756115,0.24027741,1.262171075,0.181031308,26.40217761
E01003276,-0.679888171,0.454886416,1.296311563,0.517636855,30.39031184
E01003277,-0.739536886,0.140265754,1.330303977,0.689544265,28.96867696
E01003278,-1.558795266,0.609843296,1.341875177,1.167714437,37.30403926
E01003279,-1.084688488,0.504376194,1.360611759,1.070401491,35.68850469
E01003280,-0.49511347,0.544026563,1.234210458,0.830732366,33.80782741
E01003281,-0.508819003,0.616455214,1.323123488,0.464958331,32.71209319
E01003282,-1.147187994,0.374678564,1.325412351,1.165886653,34.65571095
E01003283,-1.630119442,0.882122789,1.29913707,1.612674419,45.78193277
E01003284,-1.323835417,0.95211555,1.325992428,1.248536547,43.70957604
E01003285,-1.181909745,0.778796171,1.225841188,1.27616142,39.97539727
E01003286,-1.09283033,0.953943144,1.264319395,1.286231767,43.66725478
E01003287,-1.459587603,0.796838716,1.317773572,0.915563612,37.59999964
E01003288,-1.282128837,0.518707323,1.299227454,1.301588276,37.2101646
E01003290,-0.861379992,0.802090964,1.371858448,0.859824378,38.50851607
E01003291,-1.154420735,-0.045865528,1.371858448,0.999102335,30.06672142
E01003292,-0.925592805,0.860358647,1.351660618,1.175475432,42.07312502
E01003293,-1.022544118,0.737086854,1.371858448,1.393573699,42.49395051
E01003295,-0.669383541,0.656745616,1.27558331,0.616914009,33.55027993
E01003296,-1.298135446,0.603885201,1.338089192,0.998047428,35.7825116
E01003297,0.027996413,0.651161373,1.607487296,0.09002474,36.50102924
E01003298,-0.331037055,0.334659453,1.594953538,0.435918399,32.98859742
E01003299,-1.079383876,0.772798177,1.466074855,1.398665342,43.96600901
E01003300,-0.880373539,0.475981272,1.574361816,0.881692796,36.45088682
E01003301,-0.690491789,0.600879421,1.594953538,0.999150383,39.63774068
E01003302,0.414665999,0.681432652,1.622731251,-0.104257951,38.88395871
E01003303,-1.435522585,0.379187043,1.459508668,1.216173626,36.35457227
E01003304,-1.805722841,0.061546093,1.495697427,1.857919135,40.51039835
E01003305,-0.751187872,0.8375911,1.622731251,1.127309611,44.64524933
E01003307,-1.027156682,0.331428605,1.088894067,0.712444752,27.76917975
E01003308,-1.307113698,-0.041285145,1.158583592,0.734300636,25.28450022
E01003309,-0.896089205,-0.462096018,1.033669808,0.713566047,22.50883275
E01003310,-0.986316374,0.171236164,0.96761557,1.189274107,29.59552637
E01003311,-1.141907585,-0.170170417,1.121785364,0.527569926,22.69726324
E01003312,-0.920465743,-0.126748233,1.00186288,0.571662099,22.50201216
E01003313,-0.788692868,-0.367413462,1.008814751,0.728922362,22.96930548
E01003314,-1.420039011,0.062323876,1.158583592,0.659113561,25.2791515
E01003315,-0.997161906,0.377019512,0.96761557,1.166332402,31.27723861
E01003316,-1.076076267,0.494684647,1.063757497,0.733173607,29.42091492
E01003317,-0.152910355,-0.178101778,1.228710653,0.437024857,25.74501857
E01003318,-1.776480568,0.563438324,1.091386384,2.382888967,44.9691708
E01003319,-1.137044813,0.469492974,1.113430164,1.795646626,39.92182048
E01003320,-0.684990773,0.426898162,1.247397042,1.369199576,37.37089425
E01003321,-0.760420141,-0.083774421,1.145121914,0.892575582,27.04208398
E01003322,-2.068257648,0.643799876,1.371858448,1.415640369,40.59277756
E01003323,-0.979738577,0.548432002,1.288615809,1.071700818,35.53328349
E01003324,-1.414280308,0.6660321,1.247397042,1.403519346,39.65460999
E01003325,-1.43335459,0.468371693,1.247397042,1.796208747,41.10420808
E01003326,-1.113684774,0.640632748,0.966210381,2.018640913,43.04229169
E01003327,-1.111115644,0.562590393,1.078804354,2.038083415,43.13933698
E01003328,-0.624058349,-0.064350576,1.050660251,0.479028994,23.14686774
E01003329,-0.903911433,0.547740859,1.014514088,0.962008669,31.86175758
E01003330,0.077728716,-0.586654251,1.013600193,0.078068268,21.10221625
E01003331,-0.747652905,0.01061377,1.007893881,0.941712058,26.84906453
E01003332,-0.435281365,-0.282881249,1.022474315,0.461051843,22.21959866
E01003333,-1.008672968,0.492808263,0.966210381,1.763328319,38.78995513
E01003334,-1.072389498,0.423161161,1.050660251,1.527154709,36.28668848
E01003335,-0.967633893,0.140361943,0.966210381,1.656660909,34.27999845
E01003336,-0.313185734,0.457513461,1.323819443,0.252100808,30.05583209
E01003337,-0.357785544,0.75672335,1.235786845,-0.010771997,31.42800031
E01003338,-0.8140806,0.567026575,1.473876963,1.188971564,39.2274682
E01003339,-0.385771028,0.489917666,1.337869,0.976834114,36.01535331
E01003340,-1.035143239,-0.025058539,1.338140369,1.002734523,30.02939356
E01003341,-0.650806147,-0.463666808,1.337093906,0.769632855,26.67857751
E01003342,-0.206497643,0.880656479,1.330404974,0.355876584,37.38287004
E01003343,-0.366066034,0.624796917,1.337869,1.018164232,38.18226777
E01003344,-0.847736495,0.431407501,1.328152317,0.505829945,30.04094719
E01003345,-0.319876479,0.955043179,1.323819443,0.606075673,40.0997425
E01003346,-0.141389948,0.758871801,0.92690574,0.427427966,32.1436205
E01003347,-0.479202851,0.777016242,0.964181567,0.033800557,28.89224848
E01003348,-0.942030739,0.519725002,0.874783361,0.471551117,26.15374728
E01003349,-0.681487704,1.182368297,0.978170348,0.434368969,38.28229067
E01003350,0.033936561,0.410300989,0.964181567,-0.083663183,25.74419713
E01003351,-0.795923881,0.857207104,0.978940094,0.659728782,33.87843422
E01003352,-0.577490505,0.315838674,0.903041752,0.852401679,28.10073148
E01003353,-0.693568255,0.646584314,0.909624628,0.707708254,30.51590161
E01003354,-0.033673662,0.733323034,1.073874489,0.065773118,31.32613382
E01003355,-1.33227414,0.751050219,1.021518578,1.367597104,38.40671355
E01003356,-0.676033605,0.626905915,1.084713394,0.609052963,31.01391492
E01003357,-1.759370265,0.846877971,1.174385953,1.577846753,43.43816372
E01003358,-1.632630935,0.865689509,1.021518578,1.45494141,41.03532794
E01003359,-1.625958856,0.712907512,1.310325421,1.204250268,38.82466773
E01003360,-1.905740779,0.622801948,1.183318915,1.449672121,38.67543253
E01003361,-0.70907049,-0.022497126,0.774772281,0.243059614,19.29449474
E01003362,-0.790514516,0.336580905,0.937364438,0.044269467,22.22998282
E01003363,-0.260875995,0.253598236,0.800131541,-0.134465231,20.99599082
E01003364,-0.02496211,0.453300514,0.886846408,-0.006749763,25.55317882
E01003365,-0.403689465,-0.373427027,0.786680418,0.100609915,17.64188225
E01003366,-1.268717288,-0.115309039,0.947453753,0.711352453,22.78226342
E01003367,-0.725760336,0.876184781,1.307246951,0.629934045,37.3840662
E01003368,-0.137949497,0.745468722,1.46500798,0.476622386,37.76400044
E01003369,-1.039182832,0.932869901,1.344112206,1.199016819,43.33487931
E01003370,-1.533492965,0.913162276,1.46500798,1.381644328,45.77972692
E01003371,-1.271341611,0.712392395,1.46500798,0.832403561,37.25123743
E01003372,-0.625819563,0.850784041,1.46500798,0.404640273,37.10961507
E01003373,-0.409992988,0.111820609,1.153583368,0.112802557,23.59628281
E01003374,-0.937942487,-0.417643401,1.184219737,0.659068734,23.63893772
E01003375,-0.542715711,-0.325385456,1.082174974,0.265792994,20.90998291
